peptideId	arabi-defline
NO11G02150	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
NO11G02160	homolog of mamallian P58IPK
NO11G02170	FMN-linked oxidoreductases superfamily protein
NO11G02200	Homocysteine S-methyltransferase family protein
NO11G02210	Eukaryotic initiation factor 4E protein
NO11G02220	Mevalonate/galactokinase family protein
NO11G02250	chaperonin 20
NO11G02260	chaperonin 60 beta
NO11G02280	NAD(P)-linked oxidoreductase superfamily protein
NO11G02290	nonsense-mediated mRNA decay NMD3 family protein
NO11G02300	Tetratricopeptide repeat (TPR)-like superfamily protein
NO11G02310	ataurora1
NO11G02350	Tautomerase/MIF superfamily protein
NO11G02370	WD40/YVTN repeat-like-containing domain;Bromodomain
NO11G02380	Homeodomain-like superfamily protein
NO11G02390	SEC6
NO11G02400	Transport protein particle (TRAPP) component
NO11G02410	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
NO11G02420	Transducin/WD40 repeat-like superfamily protein
NO11G02470	monogalactosyl diacylglycerol synthase 1
NO11G02480	fatty acid desaturase 2
NO11G02520	vacuolar protein sorting 11
NO11G02530	vacuolar protein sorting 11
NO11G02560	Ribosomal protein L1p/L10e family
NO11G02570	20S proteasome beta subunit D1
NO11G02580	Peptidase S24/S26A/S26B/S26C family protein
NO11G02590	endoribonucleases
NO11G02600	tryptophan biosynthesis 1
NO11G02610	signal recognition particle receptor alpha subunit family protein
NO11G02620	signal recognition particle receptor alpha subunit family protein
NO11G02640	Tetratricopeptide repeat (TPR)-like superfamily protein
NO11G02660	ubiquitin-specific protease 14
NO11G02680	ABC-2 type transporter family protein
NO11G02690	Beta-ketoacyl synthase
NO11G02710	Serinc-domain containing serine and sphingolipid biosynthesis protein
NO11G02740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
NO11G02780	SNF2 domain-containing protein / helicase domain-containing protein / HNH endonuclease domain-containing protein
NO11G02790	tetratricopetide-repeat thioredoxin-like 1
NO11G02800	O-acetyltransferase family protein
NO11G02810	histone mono-ubiquitination 2
NO11G02820	CONTAINS InterPro DOMAIN/s: Ubiquitin-conjugating enzyme/RWD-like (InterPro:IPR016135), Ubiquitin-fold modifier-conjugating enzyme 1 (InterPro:IPR014806); Has 269 Blast hits to 269 proteins in 110 species: Archae - 0; Bacteria - 0; Metazoa - 175; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 52 (source: NCBI BLink).
NO11G02840	sodium/calcium exchanger family protein / calcium-binding EF hand family protein
NO11G02850	NAD(P)-binding Rossmann-fold superfamily protein
NO11G02870	NOP56-like pre RNA processing ribonucleoprotein
NO11G02900	protein kinase family protein
NO11G02910	D-ribulose-5-phosphate-3-epimerase
NO11G02920	photosystem I light harvesting complex gene 1
NO11G02930	Calcium-dependent ARF-type GTPase activating protein family
NO11G02940	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein
NO11G02950	thioredoxin M-type 4
NO11G02960	AMP-dependent synthetase and ligase family protein
NO11G02970	Undecaprenyl pyrophosphate synthetase family protein
NO11G03000	DNA LIGASE 6
NO11G03010	NAD(P)-binding Rossmann-fold superfamily protein
NO11G03050	Ankyrin repeat family protein
NO11G03060	NAD(P)-binding Rossmann-fold superfamily protein
NO11G03070	Lung seven transmembrane receptor family protein
NO11G03090	uridine kinase-like 4
NO11G03110	3'-5' exonuclease domain-containing protein
NO11G03130	regulatory particle triple-A ATPase 3
NO11G03140	protein-serine kinase 1
NO11G03150	Protein of unknown function (DUF1000)
NO11G03160	Protein of unknown function (DUF1997)
NO11G03190	nuclear factor Y, subunit C9
NO11G03230	heavy metal atpase 4
NO11G03240	GC-rich sequence DNA-binding factor-like protein with Tuftelin interacting domain
NO11G03250	Putative thiol-disulphide oxidoreductase DCC
NO11G03280	Insulinase (Peptidase family M16) family protein
NO11G03320	RING/FYVE/PHD zinc finger superfamily protein
NO11G03350	SNF7 family protein
NO11G03380	Nucleolar GTP-binding protein
NO11G03470	sensitivity to red light reduced protein (SRR1)
NO11G03490	ubiquitin-conjugating enzyme 11
NO11G03550	ADP-ribosylation factor B1B
NO11G03560	ADP-ribosylation factor A1E
NO11G03570	heat shock protein 70 (Hsp 70) family protein
NO11G03600	CBS domain-containing protein with a domain of unknown function (DUF21)
NO11G03610	signal recognition particle-related / SRP-related
NO12G00030	Thioredoxin superfamily protein
NO12G00110	phosphoglucosamine mutase-related
NO12G00120	proteasome family protein
NO12G00140	unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1649 (InterPro:IPR012445); Has 251 Blast hits to 251 proteins in 113 species: Archae - 0; Bacteria - 0; Metazoa - 91; Fungi - 85; Plants - 58; Viruses - 0; Other Eukaryotes - 17 (source: NCBI BLink).
NO12G00170	P-loop containing nucleoside triphosphate hydrolases superfamily protein
NO12G00220	chloroplast RNA-binding protein 31B
NO12G00230	molybdopterin biosynthesis CNX1 protein / molybdenum cofactor biosynthesis enzyme CNX1 (CNX1)
NO12G00250	glycosyl hydrolase 9B8
NO12G00280	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
NO12G00290	Major facilitator superfamily protein
NO12G00370	H(+)-ATPase 2
NO12G00380	H(+)-ATPase 2
NO12G00390	H(+)-ATPase 2
NO12G00410	DNAJ heat shock family protein
NO12G00440	cycloartenol synthase 1
NO12G00450	protein-serine kinase 1
NO12G00470	high chlorophyll fluorescent 109
NO12G00480	DNA-directed RNA polymerases
NO12G00490	P-loop containing nucleoside triphosphate hydrolases superfamily protein
NO12G00500	vesicle-associated membrane protein 711
NO12G00510	RECQ helicase L4B
NO12G00520	winged-helix DNA-binding transcription factor family protein
NO12G00540	nodulin MtN21 /EamA-like transporter family protein
NO12G00550	GDP-D-mannose 4,6-dehydratase 1
NO12G00570	tRNA/rRNA methyltransferase (SpoU) family protein
NO12G00600	Protein of unknown function (DUF3464)
NO12G00610	phospholipid/glycerol acyltransferase family protein
NO12G00620	hydroxysteroid dehydrogenase 3
NO12G00630	20S proteasome subunit PAA2
NO12G00670	Sec14p-like phosphatidylinositol transfer family protein
NO12G00680	Coproporphyrinogen III oxidase
NO12G00690	ubiquitin activating enzyme 2
NO12G00700	ubiquitin-activating enzyme 1
NO12G00720	calcium-dependent protein kinase 19
NO12G00730	NADH-ubiquinone oxidoreductase-related
NO12G00740	6-phosphogluconate dehydrogenase family protein
NO12G00770	alpha/beta-Hydrolases superfamily protein
NO12G00790	urophorphyrin methylase 1
NO12G00800	lysophosphatidyl acyltransferase 2
NO12G00830	prefoldin 6
NO12G00860	pyruvate orthophosphate dikinase
NO12G00890	Protein kinase superfamily protein
NO12G01000	myb domain protein 4r1
NO12G01010	nudix hydrolase homolog 3
NO12G01070	iron-regulated transporter 1
NO12G01090	transferases;folic acid binding
NO12G01110	aldehyde dehydrogenase 2B4
NO12G01120	isopropyl malate isomerase large subunit 1
NO12G01140	Insulinase (Peptidase family M16) family protein
NO12G01150	Uncharacterized conserved protein (DUF2358)
NO12G01160	NAD(P)H dehydrogenase (quinone)s
NO12G01180	ARG1-like 1
NO12G01200	MMS ZWEI homologue 1
NO12G01220	pyrophosphorylase 6
NO12G01230	sulfate transporter 4.1
NO12G01270	high-affinity nickel-transport family protein
NO12G01280	SET domain protein 25
NO12G01290	Tudor/PWWP/MBT superfamily protein
NO12G01300	Tetratricopeptide repeat (TPR)-like superfamily protein
NO12G01370	NAD(P)-binding Rossmann-fold superfamily protein
NO12G01390	Regulator of chromosome condensation (RCC1) family protein
NO12G01410	Adaptor protein complex AP-1, gamma subunit
NO12G01420	glucose-6-phosphate dehydrogenase 6
NO12G01430	P-loop containing nucleoside triphosphate hydrolases superfamily protein
NO12G01440	Outer arm dynein light chain 1 protein
NO12G01450	Insulinase (Peptidase family M16) protein
NO12G01470	pre-mRNA splicing factor-related
NO12G01500	Rad23 UV excision repair protein family
NO12G01580	Adaptin family protein
NO12G01590	Homeotic gene regulator
NO12G01620	Chaperone DnaJ-domain superfamily protein
NO12G01630	DNAJ heat shock N-terminal domain-containing protein
NO12G01660	oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding
NO12G01680	CYCLIN B2;4
NO12G01690	S-adenosylmethionine carrier 1
NO12G01700	P-loop containing nucleoside triphosphate hydrolases superfamily protein
NO12G01710	glycosyl hydrolase 9B15
NO12G01720	Calcineurin-like metallo-phosphoesterase superfamily protein
NO12G01750	thioredoxin domain-containing protein 9 homolog
NO12G01760	Ubiquitin-like superfamily protein
NO12G01780	Domain of unknown function (DUF1726) ;Putative ATPase (DUF699)
NO12G01800	ARM repeat superfamily protein
NO12G01810	ARM repeat superfamily protein
NO12G01840	sequence-specific DNA binding transcription factors;DNA binding;DNA binding
NO12G01850	reduced lateral root formation
NO12G01860	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
NO12G01880	Mitochondrial transcription termination factor family protein
NO12G01890	Radical SAM superfamily protein
NO12G01910	peroxin 3
NO12G01920	Seryl-tRNA synthetase
NO12G01940	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
NO12G01950	FMN-linked oxidoreductases superfamily protein
NO12G01960	Protein of unknown function (DUF726)
NO12G01990	sister-chromatid cohesion protein 3
NO12G02000	Ubiquinol-cytochrome C reductase iron-sulfur subunit
NO12G02010	DHFS-FPGS homolog D
NO12G02040	Transducin/WD40 repeat-like superfamily protein
NO12G02050	AMP-dependent synthetase and ligase family protein
NO12G02060	glucosidase 1
NO12G02070	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
NO12G02090	PRP38 family protein
NO12G02100	general control non-repressible 5
NO12G02110	DegP protease 7
NO12G02140	Ribophorin I
NO12G02150	Alba DNA/RNA-binding protein
NO12G02170	Transducin/WD40 repeat-like superfamily protein
NO12G02200	RNA-binding (RRM/RBD/RNP motifs) family protein
NO12G02210	CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF482 (InterPro:IPR007434), Acyl-CoA N-acyltransferase (InterPro:IPR016181); Has 2165 Blast hits to 2163 proteins in 543 species: Archae - 0; Bacteria - 1044; Metazoa - 0; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 1088 (source: NCBI BLink).
NO12G02220	ubiquitin-conjugating enzyme 35
NO12G02230	Transducin/WD40 repeat-like superfamily protein
NO12G02260	ATP-dependent Clp protease
NO12G02270	26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit
NO12G02280	histone acetyltransferase of the GNAT family 1
NO12G02290	CONTAINS InterPro DOMAIN/s: NTP Pyrophosphohydrolase MazG-related, RS21-C6 (InterPro:IPR011394), EAR (InterPro:IPR009039), NTP pyrophosphohydrolase MazG, putative catalytic core (InterPro:IPR004518); Has 1123 Blast hits to 1121 proteins in 452 species: Archae - 22; Bacteria - 753; Metazoa - 81; Fungi - 3; Plants - 83; Viruses - 0; Other Eukaryotes - 181 (source: NCBI BLink).
NO12G02310	CONTAINS InterPro DOMAIN/s: Small-subunit processome, Utp12 (InterPro:IPR007148); Has 764 Blast hits to 656 proteins in 193 species: Archae - 0; Bacteria - 42; Metazoa - 237; Fungi - 154; Plants - 85; Viruses - 23; Other Eukaryotes - 223 (source: NCBI BLink).
NO12G02320	SNARE-like superfamily protein
NO12G02370	binding
NO12G02380	HEAT/U-box domain-containing protein
NO12G02390	DROUGHT SENSITIVE 1
NO12G02410	tubulin alpha-4 chain
NO12G02430	RNA cyclase family protein
NO12G02460	ERD (early-responsive to dehydration stress) family protein
NO12G02480	targeting protein for XKLP2
NO12G02490	plastid transcriptionally active 17
NO12G02530	Major facilitator superfamily protein
NO12G02560	phosphatidylinositol 4-OH kinase beta1
NO12G02570	root and pollen arfgap
NO12G02630	light harvesting complex of photosystem II 5
NO12G02640	light harvesting complex photosystem II subunit 6
NO12G02650	Tubulin/FtsZ family protein
NO12G02660	Transducin/WD40 repeat-like superfamily protein
NO12G02670	histone acetyltransferase of the MYST family 2
NO12G02700	glycoside hydrolase family 2 protein
NO12G02710	Clathrin adaptor complexes medium subunit family protein
NO12G02740	chromatin remodeling 8
NO12G02760	phosphoglucomutase, putative / glucose phosphomutase, putative
NO12G02770	Rhodanese/Cell cycle control phosphatase superfamily protein
NO12G02780	Protein of unknown function DUF106, transmembrane
NO12G02790	GNS1/SUR4 membrane protein family
NO12G02800	GNS1/SUR4 membrane protein family
NO12G02810	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: COG4 transport (InterPro:IPR013167), Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Pentatricopeptide repeat (PPR) superfamily protein (TAIR:AT5G46100.1); Has 26268 Blast hits to 8959 proteins in 289 species: Archae - 0; Bacteria - 3; Metazoa - 247; Fungi - 222; Plants - 25350; Viruses - 0; Other Eukaryotes - 446 (source: NCBI BLink).
NO12G02820	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: COG4 transport (InterPro:IPR013167), Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Pentatricopeptide repeat (PPR) superfamily protein (TAIR:AT5G46100.1); Has 26268 Blast hits to 8959 proteins in 289 species: Archae - 0; Bacteria - 3; Metazoa - 247; Fungi - 222; Plants - 25350; Viruses - 0; Other Eukaryotes - 446 (source: NCBI BLink).
NO12G02840	pyrophosphorylase 6
NO12G02850	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol, nucleus; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: NUC153 (InterPro:IPR012580); Has 36638 Blast hits to 21323 proteins in 1057 species: Archae - 109; Bacteria - 2369; Metazoa - 13796; Fungi - 4858; Plants - 1657; Viruses - 489; Other Eukaryotes - 13360 (source: NCBI BLink).
NO12G02870	S15/NS1, RNA-binding protein
NO12G02880	Mitochondrial substrate carrier family protein
NO12G02890	Aldolase-type TIM barrel family protein
NO12G02920	P-loop containing nucleoside triphosphate hydrolases superfamily protein
NO12G02930	purple acid phosphatase 9
NO12G02940	C-CAP/cofactor C-like domain-containing protein
NO12G02960	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein
NO12G03040	L-galactono-1,4-lactone dehydrogenase
NO12G03050	Chaperone DnaJ-domain superfamily protein
NO12G03060	ABC-2 type transporter family protein
NO12G03080	Protein prenylyltransferase superfamily protein
NO12G03130	PAS domain-containing protein tyrosine kinase family protein
NO12G03140	Aldolase superfamily protein
NO12G03160	RHOMBOID-like protein 10
NO12G03170	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
NO12G03180	myb-like transcription factor family protein
NO12G03190	lysophosphatidyl acyltransferase 4
NO12G03200	Protein kinase superfamily protein
NO12G03230	Eukaryotic translation initiation factor 2 subunit 1
NO12G03240	RNA helicase, ATP-dependent, SK12/DOB1 protein
NO12G03250	resistance to phytophthora 1
NO12G03260	RNA helicase, ATP-dependent, SK12/DOB1 protein
NO12G03270	nudix hydrolase homolog 23
NO12G03280	aldehyde dehydrogenase 7B4
NO12G03290	aldehyde dehydrogenase 7B4
NO12G03310	EamA-like transporter family
NO12G03320	MAP kinase/ ERK kinase 1
NO12G03330	nucleosome assembly protein1;1
NO12G03380	Microsomal signal peptidase 25 kDa subunit (SPC25)
NO12G03400	ER-type Ca2+-ATPase 1
NO12G03410	integral membrane TerC family protein
NO12G03420	Cation efflux family protein
NO12G03430	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
NO12G03440	DnaJ domain ;Myb-like DNA-binding domain
NO12G03450	CLPC homologue 1
NO12G03460	unknown protein; Has 96 Blast hits to 96 proteins in 48 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 47; Plants - 38; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink).
NO12G03500	translation initiation factor 3B1
NO12G03530	S-adenosylmethionine carrier 1
NO12G03540	NAD(P)-binding Rossmann-fold superfamily protein
NO12G03560	ABC-2 type transporter family protein
NO12G03570	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Putative small multi-drug export (InterPro:IPR009577); Has 405 Blast hits to 405 proteins in 185 species: Archae - 65; Bacteria - 295; Metazoa - 0; Fungi - 0; Plants - 23; Viruses - 0; Other Eukaryotes - 22 (source: NCBI BLink).
NO12G03590	ribonuclease Ps
NO12G03640	Peptidase M50 family protein
NO12G03650	eukaryotic translation initiation factor 3C
NO12G03710	mitochondrial ferredoxin 1
NO12G03730	Putative methyltransferase family protein
